"","shifted_lockdown"
"748",49805.5491214583
"749",50503.7041875739
"750",51199.0806428643
"751",51891.0459956376
"752",52578.9582844105
"753",53262.2117332491
"754",53940.1541951254
"755",54612.1306270375
"756",55277.4220256133
"757",55935.3608919698
"758",56585.2274273808
"759",57226.3014756819
"760",57857.848333855
"761",58479.126616325
"762",59089.3552120659
"763",59687.8014282203
"764",60273.6881380238
"765",60846.2509883863
"766",61404.690450861
"767",61948.2319674762
"768",62476.0971558124
"769",62987.5029681742
"770",63481.619064124
"771",63957.6617570514
"772",64414.8992475823
"773",64852.5109985114
"774",65269.7310431652
"775",65665.836099017
"776",66040.0417952751
"777",66391.6200947658
"778",66719.834746651
"779",67024.003183943
"780",67303.4202583768
"781",67557.4029629423
"782",67785.2736336435
"783",67986.4910747266
"784",68160.3914446549
"785",68306.4155657849
"786",68423.972068184
"787",68512.5927735715
"788",68571.7841003246
"789",68601.0311837725
"790",68599.9997116933
"791",68568.2738507027
"792",68505.4890676298
"793",68411.3965452351
"794",68285.6673686864
"795",68128.121940569
"796",67938.6353092241
"797",67716.9624578994
"798",67463.1270686315
"799",67177.0861052012
"800",66858.8218862936
"801",66508.4377117251
"802",66126.063280263
"803",65711.8668986893
"804",65266.1963440697
"805",64789.3208183879
"806",64281.6564862028
"807",63743.6864717998
"808",63175.9718786189
"809",62579.1852230107
"810",61954.2157512145
"811",61301.9405606789
"812",60623.4851922406
"813",59920.1971851801
"814",59193.7292652326
"815",58446.147120802
"816",57679.9828655816
"817",56898.5301892971
"818",56106.1610324719
"819",55308.7161198691
"820",54514.1533932001
"821",53733.5083026864
"822",52981.5436990873
"823",52277.1058623499
"824",51640.8565837899
"825",51090.1962320224
"826",50631.5062958439
"827",50256.969861124
"828",49948.5386624165
"829",49685.4257236108
"830",49449.3846327306
"831",49226.382893361
"832",49006.2646125755
"833",48781.8033197469
"834",48547.9773613568
"835",48301.1533440028
"836",48038.8651849582
"837",47759.3611970443
"838",47461.3663087291
"839",47143.9785666319
"840",46806.5983265083
"841",46448.8263529549
"842",46070.456084146
"843",45671.4511609375
"844",45251.8462590463
"845",44811.7305208416
"846",44351.3067467175
"847",43870.865828772
"848",43370.7235416288
"849",42851.3269047633
"850",42312.9667930061
"851",41756.2641253686
"852",41181.5426960245
"853",40589.4812049043
"854",39980.6449411785
"855",39355.625205484
"856",38715.0552054044
"857",38059.6376241907
"858",37390.0925862708
"859",36707.2059092839
"860",36011.655136325
"861",35304.3343356714
"862",34586.0812925367
"863",33857.8264146204
"864",33120.4625674875
"865",32375.0690984145
"866",31622.7640736421
"867",30864.8343059098
"868",30102.5337994993
"869",29337.4653791596
"870",28571.4669411463
"871",27806.5621422897
"872",27045.3264548901
"873",26290.9210016958
"874",25547.360219896
"875",24819.8942569171
"876",24115.5635125691
"877",23444.0615045413
"878",22818.6188630172
"879",22257.5827174052
"880",21785.1537954563
"881",21430.6569846555
"882",21223.4757116411
"883",21182.7448620355
"884",21307.7522114579
"885",21577.4058406179
"886",21959.8200006857
"887",22423.1115266522
"888",22941.0608679071
"889",23494.1126676163
"890",24068.3393118965
"891",24653.8735779564
"892",25243.7730413504
"893",25833.1332333386
"894",26418.3532966675
"895",26996.8593173688
"896",27566.7067105084
"897",28126.4634314665
"898",28675.1001556844
"899",29211.7883565293
"900",29735.8636266557
"901",30247.0082624158
"902",30744.7207288715
"903",31228.8780997123
"904",31699.2950250103
"905",32155.836060019
"906",32598.4594066592
"907",33027.1291296262
"908",33441.8731488544
"909",33842.7627018756
"910",34229.8388011266
"911",34603.2238514357
"912",34962.9635077262
"913",35309.1965280967
"914",35642.0705963705
"915",35961.7102212703
"916",36268.2661621529
"917",36561.8996024221
"918",36842.835158189
"919",37111.142766858
"920",37367.092242085
"921",37610.7443414641
"922",37842.3704331723
"923",38062.1664846927
"924",38270.2981112885
"925",38466.933041628
"926",38652.3007226163
"927",38826.5716400339
"928",38989.958067132
"929",39142.6511013509
"930",39284.8301583185
"931",39416.7665971963
"932",39538.5912418853
"933",39650.5236876949
"934",39752.7210999017
"935",39845.4013889339
"936",39928.7366796979
"937",40002.9604311603
"938",40068.2847761633
"939",40124.8389101536
"940",40172.8507306436
"941",40212.5060255304
"942",40243.9771886702
"943",40267.4858525902
"944",40283.1670657028
"945",40291.2361231847
"946",40291.8679169509
"947",40285.243565515
"948",40271.4966674939
"949",40250.809574904
"950",40223.4135954408
"951",40189.4604243018
"952",40149.0522482074
"953",40102.4187605815
"954",40049.6700544026
"955",39991.0419292046
"956",39926.647840193
"957",39856.6303564553
"958",39781.1756156967
"959",39700.4488372959
"960",39614.5179226368
"961",39523.6053934947
"962",39427.8122005263
"963",39327.3286075465
"964",39222.2750353141
"965",39112.7318213947
"966",38998.8666630482
"967",38880.8667728506
"968",38758.8269199507
"969",38632.8277342105
"970",38503.0572985186
"971",38369.6701628274
"972",38232.6912641012
"973",38092.2873494315
"974",37948.5250293277
"975",37801.6423449324
"976",37651.6398865118
"977",37498.6777802315
"978",37342.8217672633
"979",37184.2225906522
"980",37023.0024910003
"981",36859.2162610619
"982",36692.9980903885
"983",36524.3960861744
"984",36353.5387114163
"985",36180.4997351705
"986",36005.3946048874
"987",35828.3074224574
"988",35649.3323577925
"989",35468.5246463703
"990",35285.9741907857
"991",35101.7845633871
"992",34916.0032907389
"993",34728.7360908584
"994",34540.0852011314
"995",34350.0843667267
"996",34158.8143695786
"997",33966.408430166
"998",33772.8457115139
"999",33578.2258701206
"1000",33382.6348165089
"1001",33186.125207824
"1002",32988.7355721573
"1003",32790.5411344256
"1004",32591.6222600347
"1005",32392.0400205002
"1006",32191.8338562965
"1007",31991.0868757251
"1008",31789.8362713715
"1009",31588.1124079241
"1010",31385.9751930279
"1011",31183.5041586397
"1012",30980.710590523
"1013",30777.6352605029
"1014",30574.3801347745
"1015",30370.968731238
"1016",30167.4369513092
"1017",29963.8314887151
"1018",29760.1723992145
"1019",29556.5013308183
"1020",29352.903863893
"1021",29149.4088663373
"1022",28946.0193379516
"1023",28742.7617568269
"1024",28539.7349394154
"1025",28336.9466788616
"1026",28134.412488376
"1027",27932.1542058538
"1028",27730.2236983366
"1029",27528.6745657481
"1030",27327.5088010299
"1031",27126.7397448481
"1032",26926.3917825818
"1033",26726.5684925694
"1034",26527.191172482
"1035",26328.3505048087
"1036",26130.064974933
"1037",25932.3308203214
"1038",25735.200303258
"1039",25538.6648060119
"1040",25342.7746755928
"1041",25147.5620463977
"1042",24953.0319371814
"1043",24759.1585769053
"1044",24566.0018276154
"1045",24373.5830661048
"1046",24181.9252613987
"1047",23991.0436214956
"1048",23800.9092644229
"1049",23611.5891209705
"1050",23423.0589257892
"1051",23235.3489552574
"1052",23048.4924379896
"1053",22862.4959406192
"1054",22677.362723368
"1055",22493.1010778421
"1056",22309.7371600842
"1057",22127.240304901
"1058",21945.6714319023
"1059",21765.0178646279
"1060",21585.2923310219
"1061",21406.4936514984
"1062",21228.6409835684
"1063",21051.7369052802
"1064",20875.8036895086
"1065",20700.8276715252
"1066",20526.8374250243
"1067",20353.8246322691
"1068",20181.8170161448
"1069",20010.7889973543
"1070",19840.7639704127
"1071",19671.7172009596
"1072",19503.6908655087
"1073",19336.6988777627
"1074",19170.7158870629
"1075",19005.7487550022
"1076",18841.7938548695
"1077",18678.8636971539
"1078",18516.9831804757
"1079",18356.1357001178
"1080",18196.2971466947
"1081",18037.5021030678
"1082",17879.7607095599
"1083",17723.0354294678
"1084",17567.3624280866
"1085",17412.7243243509
"1086",17259.1143813286
"1087",17106.5561904847
"1088",16955.0341670426
"1089",16804.5737821241
"1090",16655.1831650791
"1091",16506.7850940598
"1092",16359.4452873469
"1093",16213.140172075
"1094",16067.8935755582
"1095",15923.6771848067
"1096",15780.4939789784
"1097",15638.3477206516
"1098",15497.2289403978
"1099",15357.1633975186
"1100",15218.1144435383
"1101",15080.0775640033
"1102",14943.0671803913
"1103",14807.0974441973
"1104",14672.1415780217
"1105",14538.2044559587
"1106",14405.2775376458
"1107",14273.3528825911
"1108",14142.4345510741
"1109",14012.5141318711
"1110",13883.5841810765
"1111",13755.6807554559
"1112",13628.7710003725
"1113",13502.8564127166
"1114",13377.9384248903
"1115",13253.9844614188
"1116",13131.0133711273
"1117",13009.0202690274
"1118",12888.0066837102
"1119",12767.9558010331
"1120",12648.8765320727
"1121",12530.7439308714
"1122",12413.5617515035
"1123",12297.3282444934
"1124",12182.064403781
"1125",12067.7379875902
"1126",11954.3550781026
"1127",11841.9074572399
"1128",11730.3655435404
"1129",11619.7561234049
"1130",11510.0572012987
"1131",11401.2752783755
"1132",11293.4085800379
"1133",11186.421918748
"1134",11080.3268371777
"1135",10975.1462947525
"1136",10870.8531887935
"1137",10767.4318721211
"1138",10664.8992509817
"1139",10563.236717559
"1140",10462.4513471619
"1141",10362.5205469403
"1142",10263.4429784029
"1143",10165.2232798439
"1144",10067.8664607102
"1145",9971.3416826852
"1146",9875.64237023887
"1147",9780.78233694123
"1148",9686.75089456583
"1149",9593.53174594002
"1150",9501.12063546199
"1151",9409.51974818972
"1152",9318.72540366176
"1153",9228.73954451329
"1154",9139.54823325298
"1155",9051.14530462649
"1156",8963.50799421076
"1157",8876.65310682824
"1158",8790.579868346
"1159",8705.27543520153
"1160",8620.71697407566
"1161",8536.91596374673
"1162",8453.8786467733
"1163",8371.57584013897
"1164",8290.02167316296
"1165",8209.19973566473
"1166",8129.11971162659
"1167",8049.76285719913
"1168",7971.11624237044
"1169",7893.17474151687
"1170",7815.94626400738
"1171",7739.41329911678
"1172",7663.57297227054
"1173",7588.44377713938
"1174",7514.00168719018
"1175",7440.24861222736
"1176",7367.14457099607
"1177",7294.72136751169
"1178",7222.96713632489
"1179",7151.86017776142
"1180",7081.41135127774
"1181",7011.62261141368
"1182",6942.48064443859
"1183",6873.97762726478
"1184",6806.10986573312
"1185",6738.87008935965
"1186",6672.25280798624
"1187",6606.25622426296
"1188",6540.877766287
"1189",6476.11978564031
"1190",6411.97615583121
"1191",6348.4223045683
"1192",6285.45861643264
"1193",6223.10445870874
"1194",6161.32830398852
"1195",6100.12948089287
"1196",6039.50753055332
"1197",5979.46214463214
"1198",5919.97937561561
"1199",5861.05306310665
"1200",5802.68578498935
"1201",5744.85754038976
"1202",5687.59241824868
"1203",5630.85534994002
"1204",5574.68031157322
"1205",5519.03998943592
"1206",5463.93212890614
"1207",5409.33744658614
"1208",5355.27340958488
"1209",5301.71952975155
"1210",5248.6869732206
"1211",5196.15152567016
